Timestamp,ElapsedSeconds,CpuPercent,WorkingSetBytes,PrivateMemoryBytes,HandleCount,ThreadCount
2026-08-16T02:33:41.0346653+09:00,1.005,0.259099,142376960,76492800,784,30
2026-08-16T02:33:42.0432616+09:00,2.014,0.129099,142483456,77000704,784,30
2026-08-16T02:33:43.0381478+09:00,3.009,0.785266,142516224,77004800,784,30
2026-08-16T02:33:44.0341139+09:00,4.005,0.000000,139276288,73019392,784,30
2026-08-16T02:33:45.0334224+09:00,5.004,0.651492,139304960,73023488,784,30
2026-08-16T02:33:46.0415003+09:00,6.012,0.258330,139337728,73158656,788,30
2026-08-16T02:33:47.0345537+09:00,7.005,0.000000,139337728,73158656,788,30
2026-08-16T02:33:48.0430275+09:00,8.013,0.258228,139366400,73666560,788,30
2026-08-16T02:33:49.0385094+09:00,9.009,0.261599,139378688,73674752,788,30
2026-08-16T02:33:50.0337404+09:00,10.004,0.261665,139624448,73793536,788,30
2026-08-16T02:33:51.0425189+09:00,11.013,0.387226,139632640,73793536,788,30
2026-08-16T02:33:52.0377810+09:00,12.008,0.130828,139624448,73793536,788,30
2026-08-16T02:33:53.0324352+09:00,13.003,0.392724,139649024,74444800,788,30
2026-08-16T02:33:54.0425825+09:00,14.013,0.128900,139657216,74444800,788,30
2026-08-16T02:33:55.0345458+09:00,15.005,1.312633,139821056,74444800,788,30
2026-08-16T02:33:56.0444840+09:00,16.015,0.257854,139821056,74444800,788,30
2026-08-16T02:33:57.0381020+09:00,17.009,0.786268,139845632,74444800,788,30
2026-08-16T02:33:58.0456063+09:00,18.016,0.129238,139849728,74444800,788,30
2026-08-16T02:33:59.0396577+09:00,19.010,0.392963,139866112,74444800,788,30
2026-08-16T02:34:00.0325882+09:00,20.003,0.131135,139866112,74444800,788,30
2026-08-16T02:34:01.0402337+09:00,21.011,0.129220,139870208,74444800,788,30
2026-08-16T02:34:02.0329545+09:00,22.003,0.000000,139870208,74444800,788,30
2026-08-16T02:34:03.0452878+09:00,23.016,0.128622,139870208,74444800,788,30
2026-08-16T02:34:04.0406004+09:00,24.011,0.130822,139988992,74567680,788,30
2026-08-16T02:34:05.0338422+09:00,25.004,0.393283,140161024,74821632,788,30
2026-08-16T02:34:06.0432687+09:00,26.014,0.000000,140492800,74960896,785,29
2026-08-16T02:34:07.0361203+09:00,27.007,0.131146,140419072,74805248,772,27
2026-08-16T02:34:08.0435437+09:00,28.014,0.387747,140427264,74305536,772,27
2026-08-16T02:34:09.0358042+09:00,29.006,0.131224,140443648,74321920,772,27
2026-08-16T02:34:10.0347315+09:00,30.005,0.130348,140468224,74358784,766,27
2026-08-16T02:34:11.0426826+09:00,31.013,0.129181,140468224,74358784,766,27
2026-08-16T02:34:12.0342607+09:00,32.005,0.000000,140640256,74366976,766,27
2026-08-16T02:34:13.0449871+09:00,33.015,0.257653,140640256,74366976,766,27
2026-08-16T02:34:14.0377745+09:00,34.008,0.786926,140652544,74366976,765,27
2026-08-16T02:34:15.0447879+09:00,35.015,0.000000,140652544,74366976,765,27
2026-08-16T02:34:16.0425942+09:00,36.013,0.391484,140660736,74350592,765,27
2026-08-16T02:34:17.0344038+09:00,37.005,0.393851,140668928,74350592,765,27
2026-08-16T02:34:18.0422974+09:00,38.013,0.129189,139321344,72093696,765,27
2026-08-16T02:34:19.0346992+09:00,39.005,0.393616,139325440,72097792,765,27
2026-08-16T02:34:20.0440489+09:00,40.014,0.129002,139194368,71114752,765,27
2026-08-16T02:34:21.0375091+09:00,41.008,0.000000,139280384,71118848,765,27
2026-08-16T02:34:22.0455157+09:00,42.016,0.516696,139280384,71118848,765,27
2026-08-16T02:34:23.0367714+09:00,43.007,0.656785,139309056,71118848,765,27
2026-08-16T02:34:24.0353413+09:00,44.006,0.000000,139309056,71118848,765,27
2026-08-16T02:34:25.0333258+09:00,45.004,0.000000,139309056,71118848,765,27
2026-08-16T02:34:26.0449970+09:00,46.015,0.000000,139309056,71118848,765,27
2026-08-16T02:34:27.0438684+09:00,47.014,0.000000,140509184,72531968,765,27
2026-08-16T02:34:28.0362108+09:00,48.007,0.000000,140566528,72560640,765,27
2026-08-16T02:34:29.0438398+09:00,49.014,1.679892,140574720,72560640,765,27
2026-08-16T02:34:30.0367374+09:00,50.007,0.000000,140574720,72560640,765,27
2026-08-16T02:34:31.0430741+09:00,51.013,0.905719,140582912,72560640,765,27
2026-08-16T02:34:32.0339727+09:00,52.004,0.262809,140607488,72560640,765,27
2026-08-16T02:34:33.0420436+09:00,53.012,0.129166,140611584,72560640,765,27
2026-08-16T02:34:34.0381903+09:00,54.009,0.130712,139927552,72163328,765,27
2026-08-16T02:34:35.0338187+09:00,55.004,0.523120,139939840,72163328,765,27
2026-08-16T02:34:36.0390890+09:00,56.010,0.129526,139902976,72093696,762,24
2026-08-16T02:34:37.0328217+09:00,57.003,0.262059,141475840,73314304,761,24
2026-08-16T02:34:38.0409527+09:00,58.011,0.129158,141488128,73314304,761,24
2026-08-16T02:34:39.0364800+09:00,59.007,0.261587,141488128,73314304,761,24
